id,tokens,ner_tags
2299,"['3:12', 'am', 'tweet', 'just', 'planned', 'the', 'day', 'after', 'reading', 'loads', 'of', 'NEWS', '...', 'tommorrow', 'is', 'a', 'big', 'day', 'wipro', ""'s"", 'interview', 'checking', 'my', 'pronunciation', '..!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
2300,"[""'RT"", '@SFAC', ':', 'Paint', 'on', 'a', '""', 'free', 'wall', '""', 'with', '@chorboogie', 'on', 'Sunday', 'thanks', 'to', '@SFAC', 'and', '@sfdpw', '.', '(', 'via', '@SFist', ')', ""http://bit.ly/bFGfwL'""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2301,"['Hurry', 'up', '!', 'Santy', 'will', 'be', 'Leaving', 'in', '2', 'days', '!', '-', '#Eskorte', 'and', '#Massasje', 'i', '#Norge']","[0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2302,"['@nickjonas', 'I', 'just', 'have', 'to', 'say', 'that', 'the', 'photos', 'that', ""I've"", 'seen', 'of', 'you', 'and', 'Elvis', 'on', 'stage', 'yesterday', 'is', 'just', 'about', 'the', 'most', 'adorable', 'thing', 'ever', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2303,"['I', 'am', 'waiting', 'for', 'UOEM', 'to', 'finally', 'wrapped', 'before', 'giving', 'it', 'a', 'go', 'again', ',', 'I', ""can't"", 'deal', 'with', 'it', ""'s"", 'continous', 'heartfail', '..']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2304,"['Today', ""'s"", 'health', 'service', 'lecture', 'was', 'actually', 'interesting', 'to', 'me', 'x', ')']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2305,"['Today', 'is', 'the', 'COMPLETE', 'OPPOSITE', 'of', 'yesterday', '-', '.', '-']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2306,"['Have', 'a', 'feeling', 'my', 'phone', 'bill', 'will', 'be', 'high', 'this', 'month']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2307,"['haha', 'i', 'luv', 'weekends', 'when', 'i', 'actually', 'have', 'plans', ',', 'lol', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2308,"['Salem', 'Daily', 'Dish//', 'Chef', ""'s"", 'Choice', 'Menu', 'at', 'Spoons', 'NW', 'Bistro', 'for', 'tonight', '...:', 'Caramalized', 'Onion', 'Tarthousemade', 'tart', 'wit', '...', 'http://bit.ly/98QmI9']","[7, 0, 0, 0, 0, 0, 0, 0, 7, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2309,"['@karensuluay', 'Hyna', 'the', 'Brad', 'paisley', 'concert', 'we', 'were', 'supposed', 'to', 'go', 'to', 'is', 'tonight', '*tear*']","[0, 9, 0, 9, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2310,"['TODAY', 'IS', 'THE', ""TEACHER'S"", 'DAY', '2', '!', 'HAPPY', ""TEACHER'S"", 'DAY', '2', 'ME', '!!!', 'YEAAAAHHHH', '!!!', 'AGUANT', 'LA', 'DOCENSIA', '!!!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2311,"['http://bit.ly/aqinZ2', 'wala', 'na', 'tlga', 'c', 'smarhelp', 'naman', ':', 'pa', 'help', 'nman', 'jan', 'mga', 'kapatid', 'anu', 'proxy', 'ng', 'om', 'http://bit.ly/9cAe9y']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2312,"['@NatalieRooney', 'had', 'nice', 'day', ',', 'this', 'weather', 'could', 'be', 'better', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2313,"['[', 'Reuters', 'Govt', 'Reg', ']', 'UPDATE', '1-Tighter', 'rules', 'for', 'market', 'makers', ""post-'flash"", ""crash':"", 'NEW', 'YORK', ',', 'Sept', '17', '(', 'Reuters', ')', '-', 'U', '.', 'S', '....', 'http://bit.ly/bWUyBR']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
2314,"[""'RT"", '@TheGhostOfYou_', ':', 'Adeus', 'noites', 'bem', 'dormidas', 'RT', '@Vivi_Venom', '""', 'Danger', 'Days', ':', 'The', 'True', 'Lives', 'Of', 'The', 'Fabulous', 'Killjoys', '.""', '22nd', ""november'""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 0, 0]"
2315,"['First', ',', 'I', 'had', 'these', 'crazy', 'dreams', 'all', 'last', 'night', '.', 'Then', 'I', 'sleep', 'all', 'day', 'today', '...', 'I', 'hope', 'nobody', 'put', 'some', 'hoodoo', 'on', 'me', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2316,"['If', 'my', 'calculation', 'is', 'right', ',', 'Christmas', 'is', 'only', '98', 'days', 'away', '...']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2317,"['@tach47', 'Did', 'not', 'know', 'I', 'would', 'be', 'moving', 'there', 'til', 'Wednesday', ',', 'had', 'no', 'advanced', 'notice', 'or', 'else', 'I', 'would', 'have', 'it', 'on', 'and', 'working', 'Saturday', 'morning', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2318,"['-CHANGE', 'OF', 'ROOM', '!', '-', ""FATHER'S"", 'DAY', 'auditions', 'Sept', '25', 'CANWEST', 'Center', 'for', 'Theater', 'and', 'Film', 'U', 'of', 'W', 'ROOM', '0T15', '11:30', 'am', '-', '4:00', 'PM', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 0, 0, 0, 0, 7, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0]"
2319,"['CLUB', 'BLU', 'tonite', '......', '90', ""'s"", 'music', '..', 'oldskool', 'night', 'wiith', 'dj', 'finese']","[7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10]"
2320,"['As', 'women', 'pay', 'homage', 'to', 'masculinity', 'they', 'avoid', 'their', 'own', 'power', '.', 'It', ""doesn't"", 'help', 'anyone', '.', 'Men', 'need', 'our', 'leadership', 'even', 'when', 'they', ""don't"", 'like', 'it', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2321,"['OMG-Fact', '#14906', ':', 'Jellyfish', 'have', 'existed', 'for', 'over', '500', 'million', 'years', '.', 'Back', 'in', '2007', ',', 'paleontologists', 'discovered', 'jell', '...', 'http://bit.ly/b9yY3L']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2322,"['@FH14', 'I', 'ironed', 'mine', 'just', 'fine', '.', 'You', 'may', 'want', 'to', 'wash', 'it', 'first', ',', 'though', ',', 'so', 'it', 'gets', 'really', 'soft', '.', 'If', 'you', 'want', 'to', 'be', 'extra', 'safe', 'do', 'on', 'the', 'reverse']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2323,"['@LillaRebellato', 'bah', '!', 'Read', 'the', 'last', 'one', 'before', 'the', 'one', 'before', '.', 'Thought', 'I', 'was', 'in', 'then', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2324,"['@iPukeRKOs', 'I', 'cant', ""You'll"", 'have', 'to', 'Tune', 'into', 'the', 'show', 'this', 'Sunday', '.', 'Ill', 'give', 'ya', 'a', 'hint', 'He', ""'s"", 'a', 'wrestler', '&amp;', 'has', 'been', 'in', 'the', 'business', 'for', '20', '+', 'yrs']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2325,"['Is', 'making', 'me', 'purchase', 'windows', ',', 'antivirus', 'and', 'office', 'when', 'i', 'buy', 'a', 'laptop', 'not', 'third', 'line', 'forcing', '?']","[0, 0, 0, 0, 11, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2326,"['Last', 'film', 'I', 'can', 'watch', 'on', 'a', 'decent', 'telly', 'for', 'a', 'while', 'tonight', '.', 'Kick-Ass', 'is', 'very', 'tempting', 'indeed', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0]"
2327,"['A', 'Few', 'Clouds', 'and', '69', 'F', 'at', 'Islip', ',', 'Long', 'Island', 'Mac', 'Arthur', 'Airport', ',', 'NY', 'Winds', 'are', 'North', 'at', '16.1', 'MPH', '(', '14', 'KT)', '.', 'The', 'pressure', 'is', 'http://s1z.us/vf.htm']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 8, 8, 8, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2328,"['#DiggyFollows50', 'right', 'after', 'his', 'daddy', 'stops', 'tweeting', 'via', 'tub']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2329,"['You', 'blink', 'when', 'you', 'breathe', 'and', 'you', 'breathe', 'when', 'you', 'lie', '.', 'You', 'blink', 'when', 'you', 'lie', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2330,"[""I'm"", 'pleased', 'to', 'have', 'introduced', '@TheSmokingGunn', 'to', 'twitter', '.', 'May', 'he', 'become', 'as', 'inane', 'as', 'me', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2331,"['changed', 'mii', 'twitta', 'name', 'i', 'wass', 'really', 'on', 'mii', 'nerd', 'floww', 'todaii', 'them', 'glasses', 'are', 'the', 'best', '......', 'nerd', 'glasses', 'on', 'deck', '...', 'now', 'time', 'for', 'church']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2332,"['RT', '@TLyric', ':', '@slimthugga', 'when', 'dat', 'Gangsta', 'video', 'droppin', 'bruh', '&lt;', '--', 'u', 'late', 'Lil', 'bro']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2333,"['todaii', 'was', 'such', 'a', 'long', 'day']","[0, 0, 0, 0, 0, 0]"
2334,"['The', 'bank', 'teller', 'I', 'always', 'go', 'to', 'wants', 'me', '.', 'Lol', '.', 'No', 'shit', '.', 'She', 'left', 'me', 'wide', 'open', 'for', 'tomorrow', '.', 'Too', 'bad', 'I', 'already', 'have', 'fucking', 'plans', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2335,"['Anyone', 'up', 'for', 'some', 'late', 'night', 'trivia', 'tonight', '?', '10pm', 'at', 'Summits', '.', 'Let', 'me', 'know', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0]"
2336,"['@bieberarmy_asia', 'hey', 'i', 'gotta', 'ask', 'you', 'something', 'if', 'i', 'can', ':)', 'please', 'tweet', 'me', 'when', 'you', 'be', 'online', 'and', ""i'll"", 'send', 'you', 'DM', '.', 'okkk', '?', 'thank', 'you']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2337,"['RT', '@obsidianchao', ':', 'OF', 'FUCKING', 'COURSE', '.', 'I', 'GET', 'HOME', 'AND', 'MY', 'BROTHER', 'IS', 'ON', 'THE', 'MOTHER', 'FUCKING', 'XBOX', '.', 'Worst', 'fucking', 'day', 'ever', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0]"
2338,"['Interesting', '1st', 'week', 'of', 'work', '(', 'during', 'training', ')', '1', 'of', 'the', '6', 'ppl', 'decided', 'the', 'job', 'wasnt', 'for', 'her', ',', 'and', 'the', 'firm', 'decided', 'to', 'let', 'go', 'another', 'guy', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2339,"['2', 'years', '99', 'days', '3', 'hours', '36', 'minutes', 'and', '20', 'seconds', 'Until', 'Mayan', 'Doomsday', ',', 'DEC', '22', '2012', 'AD']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2340,"['@taqui_jade', 'lol', 'I', 'snapped', 'so', 'quick', 'too', 'lmao', 'some', 'people', 'just', 'piss', 'me', 'off', 'instantly', 'when', 'they', 'open', 'they', 'mouth', 'lol']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2341,"['Can', 'have', 'any', 'girl', 'I', 'choose', 'but', 'as', 'time', 'goes', 'by', 'baby', 'im', 'goin', 'home', 'wit', 'u']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2342,"['RT', '@jettathatsme', ':', '#nowplaying-', 'This', 'Is', 'Our', 'Someday', '-', 'Big', 'Time', 'Rush', '&lt;', '3', ':)']","[0, 0, 0, 0, 3, 4, 4, 4, 0, 5, 6, 6, 0, 0, 0]"
2343,"['Home', 'made', 'cod', '&amp;', 'chips', '+', 'bottle', 'of', 'Microsoft', 'provided', 'champagne', '=', 'top', 'class', 'Friday', ';-)']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
2344,"['http://yfrog.com/n6cdhzj', 'Just', 'picked', 'my', 'dog', 'up', 'from', 'his', 'posh', 'day', 'spa', '.', 'Actually', 'he', ""can't"", 'run', 'under', 'vet', 'orders', '.', 'He', 'swims', 'here', 'occasionally']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2345,"['Google', 'Music', 'Rumors', ':', 'Labels', 'Happy', 'About', 'iTunes', 'Alternative', '?', '-', 'Techland', '-', 'TIME', '.', 'com', 'http://bit.ly/a4kSfV']","[11, 12, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
2346,"['@Kieran_Doyle', 'ew', 'suga', 'on', 'tea', '!', 'wen', 'i', 'was', 'yungr', 'nd', 'we', 'adta', 'giv', 'stuf', 'up', '4', 'lent', 'i', 'gav', 'up', 'suga', 'on', 'ma', 'tea', '...', 'afta', 'da', 'month', 'i', 'didnt', 'lyk', 'it', 'nymor', 'lol']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2347,"['@Quintessence_T', 'I', 'COME', 'OUT', 'HAIRY', 'FACED', 'ONLY', 'DES', 'DAYS', 'IMMA', 'TAKE', 'SUM', 'NEW', 'PIX', 'AIGHT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2348,"['@DonnieWahlberg', 'Hey', 'hun', '...', 'We', 'are', 'all', 'here', 'tonight', '.', 'lol', '.', 'Friday', '.', 'oh', 'yeah', '...', 'lol']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2349,"['tell', 'ur', 'dad2bring', 'the', 'ypp', 'back', 'in', 'Hayes', 'we', 'sorted', 'it', 'out', 'last', 'time', ""I'm"", 'like', 'yea', ""I'll"", 'tell', 'him', '*covers', 'eyes*wat', 'informing', 'am', 'I', 'doing', '#llowit']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2350,"['@abydauz', 'good', 'luck', 'with', 'the', 'audition', 'Saturday', '.', 'Remember', 'positive', 'thoughts', '!!!!!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2351,"['RT', '@NPR', ':', 'Song', 'of', 'the', 'Day', ':', 'Blonde', 'Redhead', ':', 'A', 'Different', 'Kind', 'Of', 'Ache', 'http://n.pr/9O8yXE']","[0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 3, 4, 4, 4, 4, 0]"
2352,"['@krtgrphr', 'Arre', 'no', '.', 'After', 'experiencing', 'loos', 'in', 'Japan', ',', ""I'm"", 'spoiled', 'forever', '.', 'Now', 'everything', 'is', 'SulahShauchalay', 'baraabar', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2353,"['Iwebslog', '.', 'com', 'Jupiter', 'making', 'closest', 'approach', 'in', 'nearly', '50', 'years', '(', 'AP)', ':', 'AP', '-', 'Better', 'catch', 'Jupiter', 'next', '...', 'http://l.mytr.in/aQn2Kg', '#Blog']","[0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0]"
2354,"['New', '#VideoRecorder', '#7', ':', 'Flip', 'MinoHD', 'Video', 'Camera', '--', '8', 'GB', ',', '2', 'Hour', 'Record', 'Time', ':', 'Flip', 'MinoHD', 'Video', 'Camera', '--', '...', 'http://dlvr.it/5P5kV', '#cheaptweet']","[0, 0, 0, 0, 11, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 12, 0, 0, 0, 0, 0, 0]"
2355,"['Look', 'n', 'feel', 'like', 'a', 'complete', 'heffa', 'today', '.', 'FML', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2356,"['Just', 'bought', 'my', 'Newcastle', 'K', '!', 'Tour', 'ticket', '!', 'XD', ""Can't"", 'wait', 'for', 'February', '!']","[0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2357,"['Massive', 'B-stock', 'list', '!', 'While', 'supplies', 'last', '.', 'Check', 'it', 'out', 'here', ':', 'http://soniccircus.com/September-B-Stock-List']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2358,"['@Kirstyjarvie', 'yesss', '!!!!', ""I'm"", 'off', 'after', '6', ':)']","[0, 0, 0, 0, 0, 0, 0, 0]"
2359,"['really', 'needs', 'to', 'buckle', 'down', 'and', 'get', 'some', 'work', 'done', 'before', 'she', 'heads', 'home', '...']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2360,"['RT', '@chelseakent', ':', 'Going', 'to', 'eat', 'at', 'Loveless', 'Cafe', 'tonight', '!', ':)']","[0, 0, 0, 0, 0, 0, 0, 7, 8, 0, 0, 0]"
2361,"['Omg', 'i', 'just', 'found', 'Roy', ""'s"", 'and', 'Greg', ""'s"", 'old', 'band', ""'s"", 'website', '!', 'but', 'when', 'I', 'clicked', 'on', 'it', ',', 'it', ""wouldn't"", ""work:'(""]","[0, 0, 0, 0, 9, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2362,"['International', 'Observe', 'the', 'Moon', 'Night', '(', '9/18/2010', ')', '|', 'Saturday', ',', 'Sep', '18', ',', '06:00', 'PM', '|', 'http://bit.ly/bVOdBF', '#cuboulder']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2363,"['Blegh', ',', 'that', 'fell', 'through', '.', 'Staffing', 'agency', 'had', 'a', 'miscommunication', 'w\\the', 'client', '.', 'So', 'two', 'week', 'temp', 'assignment', 'fell', 'through', 'unfortunately', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2364,"['Well', 'I', 'was', 'gonna', 'be', 'a', 'good', 'girl', 'today', 'but', '@Luscious_Liz_', 'changed', 'my', 'mine', '#FuckeryFriday', 'http://yfrog.com/mr8xqj']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2365,"['ooo', '@claireymarsh', 'where', 'are', 'you', 'when', 'i', 'need', 'you', '..']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2366,"['@DebVRuns', 'hi', 'pal', '!!', 'How', ""'s"", 'Hawaii', '??', 'when', 'are', 'you', 'heading', 'home', '!']","[0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0]"
2367,"['Is', 'counting', 'down', 'the', 'days', 'to', 'Oct', '23rd', 'and', 'the', 'Wright', 'family', 'Halloween', 'bash', '!!', 'It', ""'s"", 'gonna', 'be', 'amazing', '..', 'they', 'go', 'all', 'out', 'for', 'it', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2368,"['@LisaMack324', 'yep', ',', 'we', 'are', '.', 'hopefully', ""we'll"", 'be', 'done', 'in', 'time', '...', '&gt;', '.', '&lt;']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2369,"['@matttraynor', 'ME', '!', 'the', 'november', '15th', 'show', '(', ':']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2370,"['@webcowgirl', ""You're"", 'supposed', 'to', 'fast', 'after', 'sundown', ',', 'silly', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2371,"['I', 'hate', 'when', 'someone', 'ask', 'you', '&quot;', 'what', ""'s"", 'wrong', '&quot;', '&amp;', 'u', 'say', '&quot;', 'long', 'story', '&quot;', 'then', 'they', 'say', '&quot;', ""I've"", 'got', 'time', '&quot;', 'okay', 'I', 'obviously', ""don't"", 'want', 'to', 'tell', 'you', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2372,"['#nowplaying', 'when', 'im', 'gone', 'eminem', ':)']","[0, 3, 4, 4, 9, 0]"
2373,"['i', 'saw', '@TATTEDUP_FLYTY', 'one', 'day', 'walkin', '2', 'the', 'store', '..', 'and', 'this', 'foo', 'tripped', 'and', 'tried', '2', 'play', 'it', 'off', 'LOL', '!!!!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2374,"['going', 'to', 'tucson', 'tonight', ':/']","[0, 0, 7, 0, 0]"
2375,"['iPad', 'Refresh', 'Due', 'in', 'January', ':', 'Display', 'manufacturers', 'tip', 'the', 'world', 'to', 'the', 'timing', 'of', 'the', 'next', 'iPad', '.', 'IPad', '...', 'http://bit.ly/9gplXp']","[11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 11, 0, 0]"
2376,"['Posted', 'a', 'new', 'blog', 'today', 'about', 'the', 'new', 'Lounge22', 'Powered', 'by', 'CORT', 'collection', '!', 'The', 'furniture', 'is', 'divine', ':', 'http://go.cort.com/5f']","[0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
2377,"['Just', 'puffed', 'on', 'sour', 'd', 'unintentionally', '...', ""I'm"", 'so', 'high', 'Idk', 'when', 'I', 'will', 'come', 'back', 'to', 'earth']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2378,"['Win', 'tix', '2', 'KELE', 'and', 'DOES', 'IT', 'OFFEND', 'YOU', ',', 'YEAH', '?', 'Sept', '21st', '@', 'Music', 'Box', ':', 'contest@', 'dimmak.com', '|', 'Afterparty', 'at', 'Dim', 'Mak', 'Tuesdays', '@CinespaceLA']","[0, 0, 0, 9, 0, 5, 6, 6, 6, 6, 6, 6, 0, 0, 0, 7, 8, 0, 0, 0, 0, 0, 0, 7, 8, 0, 0]"
2379,"['I', 'wanna', 'go', 'to', 'a', 'SHS', 'football', 'game', 'cuz', 'I', ""ain't"", 'been', 'to', 'a', 'high', 'school', 'game', 'in', 'years', '.', '@themystikSAIDso', 'make', 'it', 'happen']","[0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2380,"['Follow', 'Friday', ':', 'Once', 'again', ',', 'I', 'suggest', 'you', 'tell', 'everyone', 'you', 'know', 'to', 'FOLLOW', 'ME', '!', 'Let', ""'s"", 'get', 'me', 'over', '200', 'followers', '!', 'Porn', 'robots', 'welcome', '!', '#ff']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2381,"['@diaryOFcrazy_T', 'still', 'trying', 'to', 'warm', 'up', 'my', 'toes', 'are', 'cold', 'as', ':)', 'but', 'just', 'chillin', 'no', 'running', 'today', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2382,"['Stoked', 'about', 'the', 'awesome', 'date', 'night', 'im', 'about', 'to', 'have', 'with', '@sssmash', 'and', 'also', 'very', 'stoked', 'about', 'the', 'bro', 'time', 'tomorrow', 'with', '@jeffsyourhero']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2383,"['@MJay615', 'joining', 'the', 'awsm', 'before', ""I'm"", 'interested', 'to', 'see', 'what', ""they're"", 'bringing', 'to', 'it']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2384,"['Sleeping', 'time', '.', 'Morgenochtend', 'maar', 'even', 'de', 'Koperdoos', 'een', 'schoonmaakbeurtje', 'geven', '...']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
